Sentiment,Text
relaxed,"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!"
sad, You don't reply to none of your fans ... I don't know what trust
relaxed,  are you not well?
relaxed, Have fun at the show tonight... wish I could be there
relaxed,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl"
relaxed,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?"
sad, I could but won't get here in time before my Vegas trip  So I'll still look like a noob there~
happy,_marie:my heart goes out to you
excited,Appreciation lunch at work. Good food! But sucks being here on my day off lol
sad,"To make it worse, its my friends party tonight, and I'm stuck here. I haven't seen her for months"
excited,"burning cd's,,,,,,,,, fucking outa blank disc's"
excited,"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! "
relaxed, I cannot  I have a full day of activities lol
happy,_nyc hey sweetie. Cnt go fri  but thnks so much
happy,Loving the sunshine! Wish poor Richie would feel better
sad, awwh im sorry  it won't be much longer
relaxed,_carter The video is `private I cant see it
sad,i didnt post my new song today  i will try and post tomorrow!
relaxed,_erincharde yea as an afterthought
sad,"just got back from the pool, need to ice the knee"
sad, Psych has to be better than neuro!  Or at least in a better part of town?  I miss you
sad,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15
excited,says Goodmorning.  http://plurk.com/p/x2bm1
sad,heyy  watching the simpson  with shezza and paula
sad,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy
sad,"It's not the internal fuse either  Poop. Might have to get the spare out of the loft, although that might be a job for 2 people..."
relaxed, and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR
relaxed,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it'll be a good advertisement
relaxed,"yay for nice weather, boo for cici not being here this weekend"
sad,was spose to be going to a party tonight but gues what im sick  grrrrr.
sad,"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now"
sad, Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.
relaxed, Maybe JD can help you out there I don't know though  But I will ask!
happy, WAH! Sayang...
excited,"????, ??  ????? ?? ?????, ?????? ??? ??? ????????, ?? ?? ????? ????  ."
excited," massive beer guardian. Huuuge. Told you already, don't you trust me?"
sad, i had a dream that u didn't like me
sad, I adoreeeee Matt Nathanson!! I am so jealous of you right now.
sad, anything to sell an album. poor thing.
relaxed,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl"
sad, god I need to revise today! I'm so lazy
excited, oh no your poor car's testicles
sad,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!"
happy,Got to go shopping with wife down to Tesco's. I knew my day was going to well.
sad, my phne blocks text
excited,Stupid idiot who ran a stop sing and almost killed me and my car!
relaxed, I am also very tired
relaxed,Sleeping over my cousin's house for the weekend. Bugzy
sad,"laptop pooped. new harddrive needed? using DH's old pc now. maybe offline a while  damn BSOD!! happened too many times, Safe Mode only now"
sad,$4 lonestar pitchers at  ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption
relaxed,The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI
relaxed,I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more
sad,Rose City Sirens were uber cool last night!  Wish I could have stayed longer
relaxed,is is listening to Heart Ain't Brain by Chris Brown.  http://plurk.com/p/x2bp2
sad,stood on my curlers and burnt myself  then burnt my hand when i picked them up..
sad,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.
sad,Is wondering what happened to the sun? Damn May grey!
sad,"Im feeling so nostalgic. Im sad. But happy. I don't now how to feel. It's over, but not at the same time. It just feels over.  i love you."
sad,its sprinkling outside  i hope it doesn't rain during our game ..
sad,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp;!
sad," no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago"
sad,is doing nothing  lol
relaxed," I'm on it, probably not until next week though"
sad,_nichole i miss my earrings  lol you should let me know when your close by
sad, Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas
sad,I wish the sun would shine. but it won't
sad," Very. I'm ill and attempting to remember lots, and nothing is going in."
sad,Cried my eyes out watching My Girl last period   hahah
happy,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!
sad,_1   is leavin bc of racists *starts cryin*
excited,why bother  at celebs? eh? cause it's almost like talking to them
relaxed,wishes he had realized his wife hadn't held onto the debit card before he took a long walk to get lunch and not after.  GRRR!
excited, Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?
sad,how do I gain weight?! I lost 20 pounds and I want it back..  I'm only 108 and I'm 23 yrs old at 5'7. Not healthy.
sad,i'm hungry but can't eat anything right now because my tongue hurts so bad.
sad, oh man  hope you guys weren't shaken up too bad!
sad, not funny
relaxed,Eurgh.. Revision.. Who invented History?
relaxed,I'm not putting anything
sad, _bob7 I'll update you. I had to leave him at the vet for tests and xrays.
excited, it was only announced in the last few days. Due to cancer I think
sad,They've changed the soap in the men's loo and it doesn't smell of marzipan anymore. I miss the marzipan soap
sad,Hey guys I'm back from work.. It was kinda horrible
sad,You know i NEVER wanna hurt you
relaxed,Everyone we have another hater  
excited,oh my. i have to play cluedo.
sad, psh... I'm not cool enough to go to their open-houses.
excited,I really hate revision
sad,aww my friend just called and said that she got a better job so she won't be working with me anymore
relaxed,doesnt know how to pimp out here Twitter page.
sad," btw, your shirts are shipping out!  I ran out of stock on the one size you ordered for the &quot;I AM FAMOUS&quot; sorry"
excited,I smell cake but I don't see any cake on the oven!
sad,Leaving SF soon. I just might cry.
happy," man, 4 months until we get to see what those drunk tweets were all about"
sad,Daisy just got attacked by another doggie in the park
relaxed,Webcams Hoepfner Burgfest in : Automatic reload  http://bit.ly/Vdtvf
relaxed,Better do some physics revision  x
excited,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
sad,"I need a restful weekend, but I will have to work instead"
relaxed,Hairspray in hair + lighter&amp;bong = new haircut
sad, thank u!! I know I'll miss u too  Ill take pics as soon as I get there I need your email txt it to me or something
excited,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
relaxed,"im well exited for this weekend, partaaaay! although i dont want to go back to school on Tuesday"
excited," that happened to me so often, i hated it. every time i moved to a username that i thought i'd love, i moved soon after."
excited,Hey ugh im sick and its summar !
relaxed, Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?
sad,On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16
relaxed, yep  but I'm going better now
relaxed,tour got canceled
sad, im so jealous. i want an octo drive
excited,Yaaaaay Friday.... Oh wait....  I'm working TOMORROW
relaxed,Is at work  ohwell need money so : D
sad, although you wear sunglasses i can see how uncomfortable you felt. poor sam.
excited, damn  lol....where u headed to?
relaxed,Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs
sad," No, rather we're OMG it's nearly Monday"
excited,  is all mine   
sad,Just spent more than 45 minutes looking at the Aud
sad, he's retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR
sad," You mustv'e read my mind. I WAS going, but now it's thunderstorming AND I have to pick up the boys from the bus stop"
relaxed, i see 5 faces in that thing. but no more  xx
excited,Anddd justin. Eff
relaxed,"must... stop... using... LOL, so much... crap I did it again"
sad,ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet
excited, did u try taco n mac n cheese pizza???? I'm so cravin it right now BUT all the good food makes me sick
sad, xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.
sad, i cantttt.  my grandparents are here.
sad,ok so everyone is out an im stuck in bored and ill
sad,"the downside of getting TDL 3 days early is that i won't have time to read it til next week anyway!  but still, hurrah *clutches it close*"
relaxed, - nope
sad,"Over-thought tying my shoe, couldn't figure it out for a while"
excited,"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here."
sad,"How come it's so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back."
sad,Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout
happy,What a glorious week. My best holiday ever I think. I so don't want to go home in the morning
sad,my tummy hurts
