Sentiment,Text
sad,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.
relaxed,Father is staying home and conference calling. Sorry 
sad,Gotta drop off some car parts for a buddy to press out  then to the dentist!    
sad,Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.
sad, Alas  the best I can offer is a small pony and a rowing boat
happy, It's pretty warm out now! I forgot K was sick though.
sad,have to put my dog down tomorrow.
relaxed,shower before doctor's appointment
sad,My sunglasses broke
sad,Can't believe how gorgeous the weather has been today &amp; I've had to spend it at work!
sad,Has a bad headache
sad,i have three hours to do my hair. and it STILL won't be straight
sad,  so sorry  I just found the members preview has been sold out for awhile. It opens at Noon to the general public
sad,exhausted and sick... my face is greenish
sad, Unfortunately  no.
relaxed, How inconsiderate!
relaxed, I know that feeling.
excited,Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!
sad,: why is it so cold!?!?!
happy,thinking of you - Katy Perry
sad, seriously.. it used to spend most of the time in my house..
sad, no kidding  the trends are pretty much useless now. Too bad
sad,heading out to the park with the kids - hope it does not rain -looking cloudy?
relaxed,fuck i hate when the strawberries run out in my special K
relaxed,is about to go for a run.. in this weather..
sad,Where is the boss... I'd like to have my check and leave please!
sad,We're not gonna be able to talk again
relaxed,cart path only
excited, WHATS THE VIDEO?? I CANT WATCH IT!
relaxed,Do fish feel pain? Yes  says a new study.  
relaxed, cold and rainy
sad,gross. it's hot  and there's cotton EVERYWHERE.. hello allergies.
excited,baby i need you   right here   right now
excited, ... schedule says 10:30 class? I will be late for 10  
excited,I work in one hour
excited,is so gutted she can't get tickets for pink!
sad, So sorry  Definitely getting it out this weekend.
excited, Wish I was there!
relaxed,Downside to being on client site... no donut today.
relaxed, Wish I could go. Gotta work.
relaxed,moving 11 blocks up the street. goodbye hardwood floors
sad,sore from ultimate... trying to figure out how to pay for school next semester...
excited, I really hope you see my tweets. Sent you so much  I swear. Do a tour in the Philippines  please?  *prays*
sad,@ work again
happy,  How nice
relaxed,_cook Guess I am very shallow then!
sad,Bar exam madness:  topic for today is torts
sad,BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!
relaxed, and the download failed  My phone does not like your phone.
sad,I want to party down!
sad,I am loving this sunshine and hating the thought of my office without windows
excited,I want it to rain today! Like full thunderstorm style! But it probably won't
sad,am but mom...  because my princess got pneumonia....
sad, Good!! Busy as heck but good. Feeling yucky at the moment.
relaxed,_w thank you..
relaxed,just found out i have strep
sad,everybody is sick
relaxed,I've lost my pocket knife  Suggestions for replacing a Ken Onion Chive?
relaxed,here again in school bored wanting  2 go home
sad, Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!
sad,Oh My God ..  sad day ..
excited,The trains turned into a microwave
sad,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
sad,any other Mac users completely given up on Google Chrome?
happy, Hugs to you for not being able to shag Crush anymore  x
sad,so much for a day off- I've been on my feet  all over the place  all day!
sad, I wanna go  but I so freaking broke   Have fun for me
sad,thirty minutes turned into three hours. oops
sad,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
excited,*pokes and runs away* ... I WANT SUGAR !
happy,  i know. it sucks
sad,i just saw a bird slowly die right next to me
sad,i just fell going into my house.. not fun
sad,has a gym day and is hoping to enjoy the last Friday of her twenties.
sad,_Eclectic but then you leave
sad,Sad that everyone is leaving me.
relaxed, rain
sad, that's such a long time from now
sad, does that mean your going to block me?
sad,so bored at work  its ridiculous  and my Saturday is going to suck with class in the morning
relaxed, I can't do that.  I take it at 11  or I work through it.  Those are my options here.
sad, /drool. I still need to 100% the first one
sad,Hate being sick  especially when there's no one to pamper me
excited, YES QUITE HOT WHAT. and ya la gays are the in thing.
sad,y do i only have 2 people following me  people follow me please x
sad,BORED.  would love someone to talk to.
relaxed, I want some ice cream
happy, Very nice!  Bea and I are so bummed we can't make it   We should try and get together in the near future.
sad,i feel like dyeing right now...
relaxed,has just woken up from a power nap. That feels better! Nothing planned for tonight though
sad,Sitting on the bed NOT wanting to go to work
sad,never thought i'd say this  but i miss my 9-5 job  the commute  my cubicle  free food &amp; coffee and being downtown. why did i quit?
happy, Cheers. Wish I had more fonts to play with
sad,my twitter looks funny  someone help!
sad,Then I ruined a perfectly delicious green smoothie by throwing in the last of a bag of frozen strawberries.  Freezer burn.. yum...
sad, can I join you in your jealousy?  :L
sad,needs to wash her cats. Uncool.
sad,Back @ work  migraine lingering   Can't wait for the weekend!
sad,forgot to wish sister happy birthday yesterday.
sad,my parents sold my car.
happy,Day is going well so far. Meeting until 4 though.
sad, not for me
sad,I miss you guys
sad,Goodbyes ... Hurt
relaxed, ....welcome to public transport  X
sad,My computer is broken
sad, Outlook not so good
sad,studying for this bullshit econ test
relaxed,there's a guy in my house so i can't go downstairs with no pants
excited,broke my gorilla pod  and I think one Lego Knight lost his helmet
sad,is there a program that tells you when someone stops following you or who started following you? Lost one last night and I've only got 85
excited,wants this summer to actually have some sun in it
relaxed,why is it so windy?
sad,Boys are sitting down for photos  no touching and no handshakes allowed.  
sad,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*
excited,Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.
sad, that sucks!!
relaxed,I am so jealous that  got to sleep until 1
excited,Found some great places but I might have to play it safer and wait 2 years till my car is paid off
happy, we want you back !!!
sad,Oh darn. Lost another follower.
happy,dang i miss you  goodnight
sad,Bringing my kitty to the vet tomorrow  I think she's got a tapeworm.
sad, Ugh.  Now my ears are having phantom pains.
sad,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...
sad,Doctors with mommy.
sad,has bronchitis and is on 3 prescriptions. No fun at all. Had to miss two days in a row of work.
excited,wishes I could be the one going to our conference in the Bahamas next week
excited, i was sent home yest from work  when in again today but feel like hell and burning up with a high temp  got it off hubby
excited,Lost at bowling again  why do i suck
relaxed, sounds like a great idea.  wish I could make it
relaxed,Cleaning the house
excited,    You guys can make it through!
sad, - An hour in the sun turned me into a blancmange. Sucks to be pale
sad,  Damn  I was hoping that was somewhere in the U.S.
excited,I want it to be 5 already
sad,Chemistry is not fun..
excited, That's great! I will have to do the same as I was forced to miss it. I had to leave for work.
relaxed,feels ..my cousin is a monkey  
